"GEO","TIME","AGE","SEX","NACE_R2","UNIT","Value"
"Finland","2008Q2","From 15 to 64 years","Total","Manufacture of leather and related products","Thousand","2.9"
"Finland","2008Q2","From 15 to 64 years","Total","Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials","Thousand","33.3"
"Finland","2008Q2","From 15 to 64 years","Total","Manufacture of paper and paper products","Thousand","28.9"
"Finland","2008Q2","From 15 to 64 years","Total","Printing and reproduction of recorded media","Thousand","14.1"
"Finland","2008Q2","From 15 to 64 years","Total","Manufacture of coke and refined petroleum products","Thousand",":"
"Finland","2008Q2","From 15 to 64 years","Total","Manufacture of chemicals and chemical products","Thousand","14.0"
"Finland","2008Q2","From 15 to 64 years","Total","Manufacture of basic pharmaceutical products and pharmaceutical preparations","Thousand","3.4"
"Finland","2008Q2","From 15 to 64 years","Total","Manufacture of rubber and plastic products","Thousand","17.6"
"Finland","2008Q2","From 15 to 64 years","Total","Manufacture of other non-metallic mineral products","Thousand","17.0"
"Finland","2008Q2","From 15 to 64 years","Total","Manufacture of basic metals","Thousand","15.7"
"Finland","2008Q2","From 15 to 64 years","Total","Manufacture of fabricated metal products, except machinery and equipment","Thousand","50.8"
"Finland","2008Q2","From 15 to 64 years","Total","Manufacture of computer, electronic and optical products","Thousand","42.1"
"Finland","2008Q2","From 15 to 64 years","Total","Manufacture of electrical equipment","Thousand","19.5"
"Finland","2008Q2","From 15 to 64 years","Total","Manufacture of machinery and equipment n.e.c.","Thousand","53.6"
"Finland","2008Q2","From 15 to 64 years","Total","Manufacture of motor vehicles, trailers and semi-trailers","Thousand","7.9"
"Finland","2008Q2","From 15 to 64 years","Total","Manufacture of other transport equipment","Thousand","13.4"
"Finland","2008Q2","From 15 to 64 years","Total","Manufacture of furniture","Thousand","11.6"
"Finland","2008Q2","From 15 to 64 years","Total","Other manufacturing","Thousand","6.9"
"Finland","2008Q2","From 15 to 64 years","Total","Repair and installation of machinery and equipment","Thousand","19.7"
"Finland","2008Q2","From 15 to 64 years","Total","Electricity, gas, steam and air conditioning supply","Thousand","15.4"
"Finland","2008Q2","From 15 to 64 years","Total","Water collection, treatment and supply","Thousand","3.5"
"Finland","2008Q2","From 15 to 64 years","Total","Sewerage","Thousand","2.0"
"Finland","2008Q2","From 15 to 64 years","Total","Waste collection, treatment and disposal activities; materials recovery","Thousand","6.5"
"Finland","2008Q2","From 15 to 64 years","Total","Remediation activities and other waste management services","Thousand",":"
"Finland","2008Q2","From 15 to 64 years","Total","Construction of buildings","Thousand","70.6"
"Finland","2008Q2","From 15 to 64 years","Total","Civil engineering","Thousand","21.9"
"Finland","2008Q2","From 15 to 64 years","Total","Specialised construction activities","Thousand","96.8"
"Finland","2008Q2","From 15 to 64 years","Total","Wholesale and retail trade and repair of motor vehicles and motorcycles","Thousand","47.3"
"Finland","2008Q2","From 15 to 64 years","Total","Wholesale trade, except of motor vehicles and motorcycles","Thousand","103.4"
"Finland","2008Q2","From 15 to 64 years","Total","Retail trade, except of motor vehicles and motorcycles","Thousand","166.6"
"Finland","2008Q2","From 15 to 64 years","Total","Land transport and transport via pipelines","Thousand","77.6"
"Finland","2008Q2","From 15 to 64 years","Total","Water transport","Thousand","9.1"
"Finland","2008Q2","From 15 to 64 years","Total","Air transport","Thousand","8.6"
"Finland","2008Q2","From 15 to 64 years","Total","Warehousing and support activities for transportation","Thousand","28.6"
"Finland","2008Q2","From 15 to 64 years","Total","Postal and courier activities","Thousand","28.5"
"Finland","2008Q2","From 15 to 64 years","Total","Air transport; accommodation; travel agency, tour operator reservation service and related activities","Thousand","16.3"
"Finland","2008Q2","From 15 to 64 years","Total","Food and beverage service activities","Thousand","75.8"
"Finland","2008Q2","From 15 to 64 years","Total","Publishing activities","Thousand","17.0"
"Finland","2008Q2","From 15 to 64 years","Total","Motion picture, video and television programme production, sound recording and music publishing activities","Thousand","5.2"
"Finland","2008Q2","From 15 to 64 years","Total","Programming and broadcasting activities","Thousand","5.8"
"Finland","2008Q2","From 15 to 64 years","Total","Telecommunications","Thousand","13.0"
"Finland","2008Q2","From 15 to 64 years","Total","Computer programming, consultancy and related activities","Thousand","46.1"
"Finland","2008Q2","From 15 to 64 years","Total","Information service activities","Thousand","3.5"
"Finland","2008Q2","From 15 to 64 years","Total","Financial service activities, except insurance and pension funding","Thousand","33.7"
"Finland","2008Q2","From 15 to 64 years","Total","Insurance, reinsurance and pension funding, except compulsory social security","Thousand","11.1"
"Finland","2008Q2","From 15 to 64 years","Total","Activities auxiliary to financial services and insurance activities","Thousand","6.8"
"Finland","2008Q2","From 15 to 64 years","Total","Real estate activities","Thousand","17.7"
"Finland","2008Q2","From 15 to 64 years","Total","Legal and accounting activities","Thousand","20.5"
"Finland","2008Q2","From 15 to 64 years","Total","Activities of head offices; management consultancy activities","Thousand","16.2"
"Finland","2008Q2","From 15 to 64 years","Total","Architectural and engineering activities; technical testing and analysis","Thousand","60.1"
"Finland","2008Q2","From 15 to 64 years","Total","Scientific research and development","Thousand","25.3"
"Finland","2008Q2","From 15 to 64 years","Total","Advertising and market research","Thousand","15.0"
"Finland","2008Q2","From 15 to 64 years","Total","Other professional, scientific and technical activities","Thousand","11.8"
"Finland","2008Q2","From 15 to 64 years","Total","Veterinary activities","Thousand",":"
"Finland","2008Q2","From 15 to 64 years","Total","Rental and leasing activities","Thousand","4.8"
"Finland","2008Q2","From 15 to 64 years","Total","Employment activities","Thousand","9.4"
"Finland","2008Q2","From 15 to 64 years","Total","Travel agency, tour operator and other reservation service and related activities","Thousand","6.4"
"Finland","2008Q2","From 15 to 64 years","Total","Security and investigation activities","Thousand","9.1"
"Finland","2008Q2","From 15 to 64 years","Total","Services to buildings and landscape activities","Thousand","65.1"
"Finland","2008Q2","From 15 to 64 years","Total","Office administrative, office support and other business support activities","Thousand","13.1"
"Finland","2008Q2","From 15 to 64 years","Total","Public administration and defence; compulsory social security","Thousand","117.5"
"Finland","2008Q2","From 15 to 64 years","Total","Education","Thousand","158.4"
"Finland","2008Q2","From 15 to 64 years","Total","Human health activities","Thousand","178.0"
"Finland","2008Q2","From 15 to 64 years","Total","Residential care activities","Thousand","77.5"
"Finland","2008Q2","From 15 to 64 years","Total","Social work activities without accommodation","Thousand","125.3"
"Finland","2008Q2","From 15 to 64 years","Total","Creative, arts and entertainment activities","Thousand","14.8"
"Finland","2008Q2","From 15 to 64 years","Total","Libraries, archives, museums and other cultural activities","Thousand","11.4"
"Finland","2008Q2","From 15 to 64 years","Total","Gambling and betting activities","Thousand","2.8"
"Finland","2008Q2","From 15 to 64 years","Total","Sports activities and amusement and recreation activities","Thousand","21.3"
"Finland","2008Q2","From 15 to 64 years","Total","Activities of membership organisations","Thousand","47.6"
"Finland","2008Q2","From 15 to 64 years","Total","Repair of computers and personal and household goods","Thousand","4.9"
"Finland","2008Q2","From 15 to 64 years","Total","Other personal service activities","Thousand","24.1"
"Finland","2008Q2","From 15 to 64 years","Total","Activities of households as employers of domestic personnel","Thousand","9.6"
"Finland","2008Q2","From 15 to 64 years","Total","Undifferentiated goods- and services-producing activities of private households for own use","Thousand",":"
"Finland","2008Q2","From 15 to 64 years","Total","Activities of extraterritorial organisations and bodies","Thousand",":"
"Finland","2008Q2","From 15 to 64 years","Total","No response","Thousand","12.6"
"Finland","2008Q2","From 15 to 64 years","Total","Unknown NACE activity","Thousand",":"
"Finland","2008Q2","From 15 to 64 years","Males","Crop and animal production, hunting and related service activities","Thousand","55.0"
"Finland","2008Q2","From 15 to 64 years","Males","Forestry and logging","Thousand","20.3"
"Finland","2008Q2","From 15 to 64 years","Males","Fishing and aquaculture","Thousand",":"
"Finland","2008Q2","From 15 to 64 years","Males","Mining of coal and lignite","Thousand",":"
"Finland","2008Q2","From 15 to 64 years","Males","Extraction of crude petroleum and natural gas","Thousand",":"
"Finland","2008Q2","From 15 to 64 years","Males","Mining of metal ores","Thousand",":"
"Finland","2008Q2","From 15 to 64 years","Males","Other mining and quarrying","Thousand","3.8"
"Finland","2008Q2","From 15 to 64 years","Males","Mining support service activities","Thousand",":"
"Finland","2008Q2","From 15 to 64 years","Males","Manufacture of food products","Thousand","17.5"
"Finland","2008Q2","From 15 to 64 years","Males","Manufacture of beverages","Thousand","2.1"
"Finland","2008Q2","From 15 to 64 years","Males","Manufacture of tobacco products","Thousand",":"
"Finland","2008Q2","From 15 to 64 years","Males","Manufacture of textiles","Thousand","2.5"
"Finland","2008Q2","From 15 to 64 years","Males","Manufacture of wearing apparel","Thousand",":"
"Finland","2008Q2","From 15 to 64 years","Males","Manufacture of leather and related products","Thousand",":"
"Finland","2008Q2","From 15 to 64 years","Males","Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials","Thousand","28.3"
"Finland","2008Q2","From 15 to 64 years","Males","Manufacture of paper and paper products","Thousand","21.9"
"Finland","2008Q2","From 15 to 64 years","Males","Printing and reproduction of recorded media","Thousand","9.3"
"Finland","2008Q2","From 15 to 64 years","Males","Manufacture of coke and refined petroleum products","Thousand",":"
"Finland","2008Q2","From 15 to 64 years","Males","Manufacture of chemicals and chemical products","Thousand","9.3"
"Finland","2008Q2","From 15 to 64 years","Males","Manufacture of basic pharmaceutical products and pharmaceutical preparations","Thousand",":"
"Finland","2008Q2","From 15 to 64 years","Males","Manufacture of rubber and plastic products","Thousand","11.1"
"Finland","2008Q2","From 15 to 64 years","Males","Manufacture of other non-metallic mineral products","Thousand","14.0"
"Finland","2008Q2","From 15 to 64 years","Males","Manufacture of basic metals","Thousand","13.4"
"Finland","2008Q2","From 15 to 64 years","Males","Manufacture of fabricated metal products, except machinery and equipment","Thousand","44.4"
"Finland","2008Q2","From 15 to 64 years","Males","Manufacture of computer, electronic and optical products","Thousand","29.6"
"Finland","2008Q2","From 15 to 64 years","Males","Manufacture of electrical equipment","Thousand","14.7"
"Finland","2008Q2","From 15 to 64 years","Males","Manufacture of machinery and equipment n.e.c.","Thousand","44.1"
"Finland","2008Q2","From 15 to 64 years","Males","Manufacture of motor vehicles, trailers and semi-trailers","Thousand","6.3"
"Finland","2008Q2","From 15 to 64 years","Males","Manufacture of other transport equipment","Thousand","12.0"
"Finland","2008Q2","From 15 to 64 years","Males","Manufacture of furniture","Thousand","8.2"
"Finland","2008Q2","From 15 to 64 years","Males","Other manufacturing","Thousand","4.1"
"Finland","2008Q2","From 15 to 64 years","Males","Repair and installation of machinery and equipment","Thousand","17.3"
"Finland","2008Q2","From 15 to 64 years","Males","Electricity, gas, steam and air conditioning supply","Thousand","11.4"
"Finland","2008Q2","From 15 to 64 years","Males","Water collection, treatment and supply","Thousand","2.8"
"Finland","2008Q2","From 15 to 64 years","Males","Sewerage","Thousand","2.0"
"Finland","2008Q2","From 15 to 64 years","Males","Waste collection, treatment and disposal activities; materials recovery","Thousand","5.1"
"Finland","2008Q2","From 15 to 64 years","Males","Remediation activities and other waste management services","Thousand",":"
"Finland","2008Q2","From 15 to 64 years","Males","Construction of buildings","Thousand","65.0"
"Finland","2008Q2","From 15 to 64 years","Males","Civil engineering","Thousand","20.4"
"Finland","2008Q2","From 15 to 64 years","Males","Specialised construction activities","Thousand","91.1"
"Finland","2008Q2","From 15 to 64 years","Males","Wholesale and retail trade and repair of motor vehicles and motorcycles","Thousand","42.1"
"Finland","2008Q2","From 15 to 64 years","Males","Wholesale trade, except of motor vehicles and motorcycles","Thousand","70.9"
"Finland","2008Q2","From 15 to 64 years","Males","Retail trade, except of motor vehicles and motorcycles","Thousand","52.2"
"Finland","2008Q2","From 15 to 64 years","Males","Land transport and transport via pipelines","Thousand","68.7"
"Finland","2008Q2","From 15 to 64 years","Males","Water transport","Thousand","4.2"
"Finland","2008Q2","From 15 to 64 years","Males","Air transport","Thousand","5.2"
"Finland","2008Q2","From 15 to 64 years","Males","Warehousing and support activities for transportation","Thousand","21.2"
"Finland","2008Q2","From 15 to 64 years","Males","Postal and courier activities","Thousand","17.0"
"Finland","2008Q2","From 15 to 64 years","Males","Air transport; accommodation; travel agency, tour operator reservation service and related activities","Thousand","5.1"
"Finland","2008Q2","From 15 to 64 years","Males","Food and beverage service activities","Thousand","18.7"
"Finland","2008Q2","From 15 to 64 years","Males","Publishing activities","Thousand","8.0"
"Finland","2008Q2","From 15 to 64 years","Males","Motion picture, video and television programme production, sound recording and music publishing activities","Thousand","2.3"
"Finland","2008Q2","From 15 to 64 years","Males","Programming and broadcasting activities","Thousand","2.8"
"Finland","2008Q2","From 15 to 64 years","Males","Telecommunications","Thousand","7.7"
"Finland","2008Q2","From 15 to 64 years","Males","Computer programming, consultancy and related activities","Thousand","35.1"
"Finland","2008Q2","From 15 to 64 years","Males","Information service activities","Thousand","2.3"
"Finland","2008Q2","From 15 to 64 years","Males","Financial service activities, except insurance and pension funding","Thousand","8.7"
"Finland","2008Q2","From 15 to 64 years","Males","Insurance, reinsurance and pension funding, except compulsory social security","Thousand","3.7"
"Finland","2008Q2","From 15 to 64 years","Males","Activities auxiliary to financial services and insurance activities","Thousand","3.5"
"Finland","2008Q2","From 15 to 64 years","Males","Real estate activities","Thousand","9.7"
"Finland","2008Q2","From 15 to 64 years","Males","Legal and accounting activities","Thousand","6.3"
"Finland","2008Q2","From 15 to 64 years","Males","Activities of head offices; management consultancy activities","Thousand","9.7"
"Finland","2008Q2","From 15 to 64 years","Males","Architectural and engineering activities; technical testing and analysis","Thousand","42.8"
"Finland","2008Q2","From 15 to 64 years","Males","Scientific research and development","Thousand","13.0"
"Finland","2008Q2","From 15 to 64 years","Males","Advertising and market research","Thousand","8.0"
"Finland","2008Q2","From 15 to 64 years","Males","Other professional, scientific and technical activities","Thousand","5.7"
"Finland","2008Q2","From 15 to 64 years","Males","Veterinary activities","Thousand",":"
"Finland","2008Q2","From 15 to 64 years","Males","Rental and leasing activities","Thousand","3.3"
"Finland","2008Q2","From 15 to 64 years","Males","Employment activities","Thousand","3.0"
"Finland","2008Q2","From 15 to 64 years","Males","Travel agency, tour operator and other reservation service and related activities","Thousand",":"
"Finland","2008Q2","From 15 to 64 years","Males","Security and investigation activities","Thousand","6.8"
"Finland","2008Q2","From 15 to 64 years","Males","Services to buildings and landscape activities","Thousand","28.2"
"Finland","2008Q2","From 15 to 64 years","Males","Office administrative, office support and other business support activities","Thousand","4.7"
"Finland","2008Q2","From 15 to 64 years","Males","Public administration and defence; compulsory social security","Thousand","52.2"
"Finland","2008Q2","From 15 to 64 years","Males","Education","Thousand","54.0"
"Finland","2008Q2","From 15 to 64 years","Males","Human health activities","Thousand","21.3"
"Finland","2008Q2","From 15 to 64 years","Males","Residential care activities","Thousand","7.3"
"Finland","2008Q2","From 15 to 64 years","Males","Social work activities without accommodation","Thousand","9.4"
"Finland","2008Q2","From 15 to 64 years","Males","Creative, arts and entertainment activities","Thousand","8.3"
"Finland","2008Q2","From 15 to 64 years","Males","Libraries, archives, museums and other cultural activities","Thousand","4.1"
"Finland","2008Q2","From 15 to 64 years","Males","Gambling and betting activities","Thousand",":"
"Finland","2008Q2","From 15 to 64 years","Males","Sports activities and amusement and recreation activities","Thousand","9.7"
"Finland","2008Q2","From 15 to 64 years","Males","Activities of membership organisations","Thousand","14.0"
"Finland","2008Q2","From 15 to 64 years","Males","Repair of computers and personal and household goods","Thousand","4.4"
"Finland","2008Q2","From 15 to 64 years","Males","Other personal service activities","Thousand","4.9"
"Finland","2008Q2","From 15 to 64 years","Males","Activities of households as employers of domestic personnel","Thousand","5.3"
"Finland","2008Q2","From 15 to 64 years","Males","Undifferentiated goods- and services-producing activities of private households for own use","Thousand",":"
"Finland","2008Q2","From 15 to 64 years","Males","Activities of extraterritorial organisations and bodies","Thousand",":"
"Finland","2008Q2","From 15 to 64 years","Males","No response","Thousand","6.4"
"Finland","2008Q2","From 15 to 64 years","Males","Unknown NACE activity","Thousand",":"
"Finland","2008Q2","From 15 to 64 years","Females","Crop and animal production, hunting and related service activities","Thousand","29.1"
"Finland","2008Q2","From 15 to 64 years","Females","Forestry and logging","Thousand","2.9"
"Finland","2008Q2","From 15 to 64 years","Females","Fishing and aquaculture","Thousand",":"
"Finland","2008Q2","From 15 to 64 years","Females","Mining of coal and lignite","Thousand",":"
"Finland","2008Q2","From 15 to 64 years","Females","Extraction of crude petroleum and natural gas","Thousand",":"
"Finland","2008Q2","From 15 to 64 years","Females","Mining of metal ores","Thousand",":"
"Finland","2008Q2","From 15 to 64 years","Females","Other mining and quarrying","Thousand",":"
"Finland","2008Q2","From 15 to 64 years","Females","Mining support service activities","Thousand",":"
"Finland","2008Q2","From 15 to 64 years","Females","Manufacture of food products","Thousand","17.8"
"Finland","2008Q2","From 15 to 64 years","Females","Manufacture of beverages","Thousand",":"
"Finland","2008Q2","From 15 to 64 years","Females","Manufacture of tobacco products","Thousand",":"
"Finland","2008Q2","From 15 to 64 years","Females","Manufacture of textiles","Thousand","2.9"
"Finland","2008Q2","From 15 to 64 years","Females","Manufacture of wearing apparel","Thousand","5.1"
"Finland","2008Q2","From 15 to 64 years","Females","Manufacture of leather and related products","Thousand",":"
"Finland","2008Q2","From 15 to 64 years","Females","Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials","Thousand","5.0"
"Finland","2008Q2","From 15 to 64 years","Females","Manufacture of paper and paper products","Thousand","6.9"
"Finland","2008Q2","From 15 to 64 years","Females","Printing and reproduction of recorded media","Thousand","4.7"
"Finland","2008Q2","From 15 to 64 years","Females","Manufacture of coke and refined petroleum products","Thousand",":"
"Finland","2008Q2","From 15 to 64 years","Females","Manufacture of chemicals and chemical products","Thousand","4.7"
"Finland","2008Q2","From 15 to 64 years","Females","Manufacture of basic pharmaceutical products and pharmaceutical preparations","Thousand",":"
"Finland","2008Q2","From 15 to 64 years","Females","Manufacture of rubber and plastic products","Thousand","6.4"
"Finland","2008Q2","From 15 to 64 years","Females","Manufacture of other non-metallic mineral products","Thousand","2.9"
"Finland","2008Q2","From 15 to 64 years","Females","Manufacture of basic metals","Thousand","2.3"
"Finland","2008Q2","From 15 to 64 years","Females","Manufacture of fabricated metal products, except machinery and equipment","Thousand","6.3"
"Finland","2008Q2","From 15 to 64 years","Females","Manufacture of computer, electronic and optical products","Thousand","12.6"
"Finland","2008Q2","From 15 to 64 years","Females","Manufacture of electrical equipment","Thousand","4.8"
"Finland","2008Q2","From 15 to 64 years","Females","Manufacture of machinery and equipment n.e.c.","Thousand","9.4"
"Finland","2008Q2","From 15 to 64 years","Females","Manufacture of motor vehicles, trailers and semi-trailers","Thousand",":"
"Finland","2008Q2","From 15 to 64 years","Females","Manufacture of other transport equipment","Thousand",":"
"Finland","2008Q2","From 15 to 64 years","Females","Manufacture of furniture","Thousand","3.4"
"Finland","2008Q2","From 15 to 64 years","Females","Other manufacturing","Thousand","2.8"
"Finland","2008Q2","From 15 to 64 years","Females","Repair and installation of machinery and equipment","Thousand","2.5"
"Finland","2008Q2","From 15 to 64 years","Females","Electricity, gas, steam and air conditioning supply","Thousand","4.0"
"Finland","2008Q2","From 15 to 64 years","Females","Water collection, treatment and supply","Thousand",":"
"Finland","2008Q2","From 15 to 64 years","Females","Sewerage","Thousand",":"
"Finland","2008Q2","From 15 to 64 years","Females","Waste collection, treatment and disposal activities; materials recovery","Thousand",":"
"Finland","2008Q2","From 15 to 64 years","Females","Remediation activities and other waste management services","Thousand",":"
"Finland","2008Q2","From 15 to 64 years","Females","Construction of buildings","Thousand","5.6"
"Finland","2008Q2","From 15 to 64 years","Females","Civil engineering","Thousand",":"
"Finland","2008Q2","From 15 to 64 years","Females","Specialised construction activities","Thousand","5.8"
"Finland","2008Q2","From 15 to 64 years","Females","Wholesale and retail trade and repair of motor vehicles and motorcycles","Thousand","5.2"
"Finland","2008Q2","From 15 to 64 years","Females","Wholesale trade, except of motor vehicles and motorcycles","Thousand","32.5"
"Finland","2008Q2","From 15 to 64 years","Females","Retail trade, except of motor vehicles and motorcycles","Thousand","114.4"
"Finland","2008Q2","From 15 to 64 years","Females","Land transport and transport via pipelines","Thousand","8.8"
"Finland","2008Q2","From 15 to 64 years","Females","Water transport","Thousand","4.9"
"Finland","2008Q2","From 15 to 64 years","Females","Air transport","Thousand","3.4"
"Finland","2008Q2","From 15 to 64 years","Females","Warehousing and support activities for transportation","Thousand","7.3"
"Finland","2008Q2","From 15 to 64 years","Females","Postal and courier activities","Thousand","11.6"
"Finland","2008Q2","From 15 to 64 years","Females","Air transport; accommodation; travel agency, tour operator reservation service and related activities","Thousand","11.2"
"Finland","2008Q2","From 15 to 64 years","Females","Food and beverage service activities","Thousand","57.0"
"Finland","2008Q2","From 15 to 64 years","Females","Publishing activities","Thousand","9.0"
"Finland","2008Q2","From 15 to 64 years","Females","Motion picture, video and television programme production, sound recording and music publishing activities","Thousand","3.0"
"Finland","2008Q2","From 15 to 64 years","Females","Programming and broadcasting activities","Thousand","3.0"
"Finland","2008Q2","From 15 to 64 years","Females","Telecommunications","Thousand","5.3"
"Finland","2008Q2","From 15 to 64 years","Females","Computer programming, consultancy and related activities","Thousand","11.0"
"Finland","2008Q2","From 15 to 64 years","Females","Information service activities","Thousand",":"
"Finland","2008Q2","From 15 to 64 years","Females","Financial service activities, except insurance and pension funding","Thousand","25.0"
"Finland","2008Q2","From 15 to 64 years","Females","Insurance, reinsurance and pension funding, except compulsory social security","Thousand","7.5"
"Finland","2008Q2","From 15 to 64 years","Females","Activities auxiliary to financial services and insurance activities","Thousand","3.2"
"Finland","2008Q2","From 15 to 64 years","Females","Real estate activities","Thousand","8.0"
"Finland","2008Q2","From 15 to 64 years","Females","Legal and accounting activities","Thousand","14.2"
"Finland","2008Q2","From 15 to 64 years","Females","Activities of head offices; management consultancy activities","Thousand","6.5"
"Finland","2008Q2","From 15 to 64 years","Females","Architectural and engineering activities; technical testing and analysis","Thousand","17.3"
"Finland","2008Q2","From 15 to 64 years","Females","Scientific research and development","Thousand","12.3"
"Finland","2008Q2","From 15 to 64 years","Females","Advertising and market research","Thousand","7.0"
"Finland","2008Q2","From 15 to 64 years","Females","Other professional, scientific and technical activities","Thousand","6.0"
"Finland","2008Q2","From 15 to 64 years","Females","Veterinary activities","Thousand",":"
"Finland","2008Q2","From 15 to 64 years","Females","Rental and leasing activities","Thousand",":"
"Finland","2008Q2","From 15 to 64 years","Females","Employment activities","Thousand","6.5"
"Finland","2008Q2","From 15 to 64 years","Females","Travel agency, tour operator and other reservation service and related activities","Thousand","4.8"
"Finland","2008Q2","From 15 to 64 years","Females","Security and investigation activities","Thousand","2.3"
"Finland","2008Q2","From 15 to 64 years","Females","Services to buildings and landscape activities","Thousand","37.0"
"Finland","2008Q2","From 15 to 64 years","Females","Office administrative, office support and other business support activities","Thousand","8.4"
"Finland","2008Q2","From 15 to 64 years","Females","Public administration and defence; compulsory social security","Thousand","65.3"
"Finland","2008Q2","From 15 to 64 years","Females","Education","Thousand","104.3"
"Finland","2008Q2","From 15 to 64 years","Females","Human health activities","Thousand","156.7"
"Finland","2008Q2","From 15 to 64 years","Females","Residential care activities","Thousand","70.2"
"Finland","2008Q2","From 15 to 64 years","Females","Social work activities without accommodation","Thousand","116.0"
"Finland","2008Q2","From 15 to 64 years","Females","Creative, arts and entertainment activities","Thousand","6.5"
"Finland","2008Q2","From 15 to 64 years","Females","Libraries, archives, museums and other cultural activities","Thousand","7.3"
"Finland","2008Q2","From 15 to 64 years","Females","Gambling and betting activities","Thousand",":"
"Finland","2008Q2","From 15 to 64 years","Females","Sports activities and amusement and recreation activities","Thousand","11.6"
"Finland","2008Q2","From 15 to 64 years","Females","Activities of membership organisations","Thousand","33.6"
"Finland","2008Q2","From 15 to 64 years","Females","Repair of computers and personal and household goods","Thousand",":"
"Finland","2008Q2","From 15 to 64 years","Females","Other personal service activities","Thousand","19.2"
"Finland","2008Q2","From 15 to 64 years","Females","Activities of households as employers of domestic personnel","Thousand","4.3"
"Finland","2008Q2","From 15 to 64 years","Females","Undifferentiated goods- and services-producing activities of private households for own use","Thousand",":"
"Finland","2008Q2","From 15 to 64 years","Females","Activities of extraterritorial organisations and bodies","Thousand",":"
"Finland","2008Q2","From 15 to 64 years","Females","No response","Thousand","6.3"
"Finland","2008Q2","From 15 to 64 years","Females","Unknown NACE activity","Thousand",":"
"Finland","2008Q3","From 15 to 64 years","Total","Crop and animal production, hunting and related service activities","Thousand","83.2"
"Finland","2008Q3","From 15 to 64 years","Total","Forestry and logging","Thousand","23.5"
"Finland","2008Q3","From 15 to 64 years","Total","Fishing and aquaculture","Thousand",":"
"Finland","2008Q3","From 15 to 64 years","Total","Mining of coal and lignite","Thousand",":"
"Finland","2008Q3","From 15 to 64 years","Total","Extraction of crude petroleum and natural gas","Thousand",":"
"Finland","2008Q3","From 15 to 64 years","Total","Mining of metal ores","Thousand",":"
"Finland","2008Q3","From 15 to 64 years","Total","Other mining and quarrying","Thousand","5.3"
"Finland","2008Q3","From 15 to 64 years","Total","Mining support service activities","Thousand",":"
"Finland","2008Q3","From 15 to 64 years","Total","Manufacture of food products","Thousand","35.0"
"Finland","2008Q3","From 15 to 64 years","Total","Manufacture of beverages","Thousand","4.0"
"Finland","2008Q3","From 15 to 64 years","Total","Manufacture of tobacco products","Thousand",":"
"Finland","2008Q3","From 15 to 64 years","Total","Manufacture of textiles","Thousand","5.8"
"Finland","2008Q3","From 15 to 64 years","Total","Manufacture of wearing apparel","Thousand","6.0"
"Finland","2008Q3","From 15 to 64 years","Total","Manufacture of leather and related products","Thousand",":"
"Finland","2008Q3","From 15 to 64 years","Total","Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials","Thousand","31.9"
"Finland","2008Q3","From 15 to 64 years","Total","Manufacture of paper and paper products","Thousand","26.0"
"Finland","2008Q3","From 15 to 64 years","Total","Printing and reproduction of recorded media","Thousand","13.7"
"Finland","2008Q3","From 15 to 64 years","Total","Manufacture of coke and refined petroleum products","Thousand","2.4"
"Finland","2008Q3","From 15 to 64 years","Total","Manufacture of chemicals and chemical products","Thousand","13.6"
"Finland","2008Q3","From 15 to 64 years","Total","Manufacture of basic pharmaceutical products and pharmaceutical preparations","Thousand","3.6"
"Finland","2008Q3","From 15 to 64 years","Total","Manufacture of rubber and plastic products","Thousand","16.4"
"Finland","2008Q3","From 15 to 64 years","Total","Manufacture of other non-metallic mineral products","Thousand","13.8"
"Finland","2008Q3","From 15 to 64 years","Total","Manufacture of basic metals","Thousand","18.7"
"Finland","2008Q3","From 15 to 64 years","Total","Manufacture of fabricated metal products, except machinery and equipment","Thousand","53.9"
"Finland","2008Q3","From 15 to 64 years","Total","Manufacture of computer, electronic and optical products","Thousand","40.4"
"Finland","2008Q3","From 15 to 64 years","Total","Manufacture of electrical equipment","Thousand","19.8"
"Finland","2008Q3","From 15 to 64 years","Total","Manufacture of machinery and equipment n.e.c.","Thousand","57.1"
"Finland","2008Q3","From 15 to 64 years","Total","Manufacture of motor vehicles, trailers and semi-trailers","Thousand","7.4"
"Finland","2008Q3","From 15 to 64 years","Total","Manufacture of other transport equipment","Thousand","14.4"
"Finland","2008Q3","From 15 to 64 years","Total","Manufacture of furniture","Thousand","13.6"
"Finland","2008Q3","From 15 to 64 years","Total","Other manufacturing","Thousand","8.2"
"Finland","2008Q3","From 15 to 64 years","Total","Repair and installation of machinery and equipment","Thousand","18.8"
"Finland","2008Q3","From 15 to 64 years","Total","Electricity, gas, steam and air conditioning supply","Thousand","14.1"
"Finland","2008Q3","From 15 to 64 years","Total","Water collection, treatment and supply","Thousand","2.9"
"Finland","2008Q3","From 15 to 64 years","Total","Sewerage","Thousand",":"
"Finland","2008Q3","From 15 to 64 years","Total","Waste collection, treatment and disposal activities; materials recovery","Thousand","6.9"
"Finland","2008Q3","From 15 to 64 years","Total","Remediation activities and other waste management services","Thousand",":"
