"GEO","TIME","AGE","SEX","NACE_R2","UNIT","Value"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Females","Social work activities without accommodation","Thousand","3,718.4"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Females","Creative, arts and entertainment activities","Thousand","434.5"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Females","Libraries, archives, museums and other cultural activities","Thousand","384.4"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Females","Gambling and betting activities","Thousand","184.8"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Females","Sports activities and amusement and recreation activities","Thousand","604.4"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Females","Activities of membership organisations","Thousand","953.3"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Females","Repair of computers and personal and household goods","Thousand","114.9"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Females","Other personal service activities","Thousand","2,320.2"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Females","Activities of households as employers of domestic personnel","Thousand","2,147.3"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Females","Undifferentiated goods- and services-producing activities of private households for own use","Thousand",":"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Females","Activities of extraterritorial organisations and bodies","Thousand","80.3"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Females","No response","Thousand","260.3"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Females","Unknown NACE activity","Thousand",":"
"European Union - 28 countries","2008Q2","From 15 to 64 years","Total","Crop and animal production, hunting and related service activities","Thousand","9,665.9"
"European Union - 28 countries","2008Q2","From 15 to 64 years","Total","Forestry and logging","Thousand","553.3"
"European Union - 28 countries","2008Q2","From 15 to 64 years","Total","Fishing and aquaculture","Thousand","192.5"
"European Union - 28 countries","2008Q2","From 15 to 64 years","Total","Mining of coal and lignite","Thousand","338.8"
"European Union - 28 countries","2008Q2","From 15 to 64 years","Total","Extraction of crude petroleum and natural gas","Thousand","99.7"
"European Union - 28 countries","2008Q2","From 15 to 64 years","Total","Mining of metal ores","Thousand","66.8"
"European Union - 28 countries","2008Q2","From 15 to 64 years","Total","Other mining and quarrying","Thousand","283.0"
"European Union - 28 countries","2008Q2","From 15 to 64 years","Total","Mining support service activities","Thousand","130.5"
"European Union - 28 countries","2008Q2","From 15 to 64 years","Total","Manufacture of food products","Thousand","4,536.2"
"European Union - 28 countries","2008Q2","From 15 to 64 years","Total","Manufacture of beverages","Thousand","493.4"
"European Union - 28 countries","2008Q2","From 15 to 64 years","Total","Manufacture of tobacco products","Thousand","63.6"
"European Union - 28 countries","2008Q2","From 15 to 64 years","Total","Manufacture of textiles","Thousand","936.4"
"European Union - 28 countries","2008Q2","From 15 to 64 years","Total","Manufacture of wearing apparel","Thousand","1,757.6"
"European Union - 28 countries","2008Q2","From 15 to 64 years","Total","Manufacture of leather and related products","Thousand","561.7"
"European Union - 28 countries","2008Q2","From 15 to 64 years","Total","Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials","Thousand","1,421.6"
"European Union - 28 countries","2008Q2","From 15 to 64 years","Total","Manufacture of paper and paper products","Thousand","752.6"
"European Union - 28 countries","2008Q2","From 15 to 64 years","Total","Printing and reproduction of recorded media","Thousand","1,182.1"
"European Union - 28 countries","2008Q2","From 15 to 64 years","Total","Manufacture of coke and refined petroleum products","Thousand","246.6"
"European Union - 28 countries","2008Q2","From 15 to 64 years","Total","Manufacture of chemicals and chemical products","Thousand","1,440.9"
"European Union - 28 countries","2008Q2","From 15 to 64 years","Total","Manufacture of basic pharmaceutical products and pharmaceutical preparations","Thousand","794.9"
"European Union - 28 countries","2008Q2","From 15 to 64 years","Total","Manufacture of rubber and plastic products","Thousand","1,698.9"
"European Union - 28 countries","2008Q2","From 15 to 64 years","Total","Manufacture of other non-metallic mineral products","Thousand","1,633.6"
"European Union - 28 countries","2008Q2","From 15 to 64 years","Total","Manufacture of basic metals","Thousand","1,438.1"
"European Union - 28 countries","2008Q2","From 15 to 64 years","Total","Manufacture of fabricated metal products, except machinery and equipment","Thousand","4,248.4"
"European Union - 28 countries","2008Q2","From 15 to 64 years","Total","Manufacture of computer, electronic and optical products","Thousand","1,759.3"
"European Union - 28 countries","2008Q2","From 15 to 64 years","Total","Manufacture of electrical equipment","Thousand","1,534.5"
"European Union - 28 countries","2008Q2","From 15 to 64 years","Total","Manufacture of machinery and equipment n.e.c.","Thousand","3,253.8"
"European Union - 28 countries","2008Q2","From 15 to 64 years","Total","Manufacture of motor vehicles, trailers and semi-trailers","Thousand","3,157.8"
"European Union - 28 countries","2008Q2","From 15 to 64 years","Total","Manufacture of other transport equipment","Thousand","1,131.1"
"European Union - 28 countries","2008Q2","From 15 to 64 years","Total","Manufacture of furniture","Thousand","1,504.9"
"European Union - 28 countries","2008Q2","From 15 to 64 years","Total","Other manufacturing","Thousand","1,188.4"
"European Union - 28 countries","2008Q2","From 15 to 64 years","Total","Repair and installation of machinery and equipment","Thousand","1,066.2"
"European Union - 28 countries","2008Q2","From 15 to 64 years","Total","Electricity, gas, steam and air conditioning supply","Thousand","1,492.7"
"European Union - 28 countries","2008Q2","From 15 to 64 years","Total","Water collection, treatment and supply","Thousand","439.7"
"European Union - 28 countries","2008Q2","From 15 to 64 years","Total","Sewerage","Thousand","151.8"
"European Union - 28 countries","2008Q2","From 15 to 64 years","Total","Waste collection, treatment and disposal activities; materials recovery","Thousand","901.6"
"European Union - 28 countries","2008Q2","From 15 to 64 years","Total","Remediation activities and other waste management services","Thousand","53.0"
"European Union - 28 countries","2008Q2","From 15 to 64 years","Total","Construction of buildings","Thousand","6,192.1"
"European Union - 28 countries","2008Q2","From 15 to 64 years","Total","Civil engineering","Thousand","1,546.9"
"European Union - 28 countries","2008Q2","From 15 to 64 years","Total","Specialised construction activities","Thousand","10,743.3"
"European Union - 28 countries","2008Q2","From 15 to 64 years","Total","Wholesale and retail trade and repair of motor vehicles and motorcycles","Thousand","4,063.8"
"European Union - 28 countries","2008Q2","From 15 to 64 years","Total","Wholesale trade, except of motor vehicles and motorcycles","Thousand","7,854.2"
"European Union - 28 countries","2008Q2","From 15 to 64 years","Total","Retail trade, except of motor vehicles and motorcycles","Thousand","19,320.0"
"European Union - 28 countries","2008Q2","From 15 to 64 years","Total","Land transport and transport via pipelines","Thousand","6,012.1"
"European Union - 28 countries","2008Q2","From 15 to 64 years","Total","Water transport","Thousand","308.5"
"European Union - 28 countries","2008Q2","From 15 to 64 years","Total","Air transport","Thousand","438.1"
"European Union - 28 countries","2008Q2","From 15 to 64 years","Total","Warehousing and support activities for transportation","Thousand","2,661.1"
"European Union - 28 countries","2008Q2","From 15 to 64 years","Total","Postal and courier activities","Thousand","2,004.3"
"European Union - 28 countries","2008Q2","From 15 to 64 years","Total","Air transport; accommodation; travel agency, tour operator reservation service and related activities","Thousand","2,305.5"
"European Union - 28 countries","2008Q2","From 15 to 64 years","Total","Food and beverage service activities","Thousand","7,044.2"
"European Union - 28 countries","2008Q2","From 15 to 64 years","Total","Publishing activities","Thousand","1,272.8"
"European Union - 28 countries","2008Q2","From 15 to 64 years","Total","Motion picture, video and television programme production, sound recording and music publishing activities","Thousand","421.0"
"European Union - 28 countries","2008Q2","From 15 to 64 years","Total","Programming and broadcasting activities","Thousand","305.6"
"European Union - 28 countries","2008Q2","From 15 to 64 years","Total","Telecommunications","Thousand","1,432.0"
"European Union - 28 countries","2008Q2","From 15 to 64 years","Total","Computer programming, consultancy and related activities","Thousand","2,413.2"
"European Union - 28 countries","2008Q2","From 15 to 64 years","Total","Information service activities","Thousand","339.7"
"European Union - 28 countries","2008Q2","From 15 to 64 years","Total","Financial service activities, except insurance and pension funding","Thousand","4,079.9"
